系统,库名,表名,字段名,字段含义,字段类型,是否关键字段,建议质量规则,优先级,是否本轮分析,是否后续分析
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT,PROVINCE_CODE,地方编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P1,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20250630,ITEM_CLASS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20250630,ITEM_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20250630,INPUT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20250630,INPUT_CODE_WB,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20250630,ITEM_STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20250630,COUNTRY_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20250630,PROVINCE_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260131,ITEM_CLASS,项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260131,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260131,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260131,INPUT_CODE_WB,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260131,ITEM_STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260131,COUNTRY_CODE,国家编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260131,PROVINCE_CODE,地方编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260331,ITEM_CLASS,项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260331,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260331,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260331,INPUT_CODE_WB,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260331,ITEM_STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260331,COUNTRY_CODE,国家编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_DICT_20260331,PROVINCE_CODE,地方编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING,HIS_ITEM_CODE,HIS编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING,SPT_ITEM_CODE,省互认平台编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING,SPT_UNIFIED_ITEM_CODE,模态 检查-省统一编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING,ITEM_CLASS,C 检验。D 检查,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_0509,HIS_ITEM_CODE,HIS编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_0509,SPT_ITEM_CODE,省互认平台编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_0509,SPT_UNIFIED_ITEM_CODE,模态 检查-省统一编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_0509,ITEM_CLASS,C 检验。D 检查,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260507,HIS_ITEM_CODE,HIS编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260507,SPT_ITEM_CODE,省互认平台编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260507,SPT_UNIFIED_ITEM_CODE,模态 检查-省统一编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260507,ITEM_CLASS,C 检验。D 检查,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260616,HIS_ITEM_CODE,HIS编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260616,SPT_ITEM_CODE,省互认平台编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260616,SPT_UNIFIED_ITEM_CODE,模态 检查-省统一编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_20260616,ITEM_CLASS,C 检验。D 检查,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_D,HIS_ITEM_CODE,HIS编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_D,SPT_ITEM_CODE,省互认平台编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_D,SPT_UNIFIED_ITEM_CODE,模态 检查-省统一编码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_MAPPING_D,ITEM_CLASS,C 检验。D 检查,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT,ITEM_CLASS,项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT,INPUT_CODE_WB,五笔码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT,ITEM_STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20250630,ITEM_CLASS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20250630,ITEM_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20250630,INPUT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20250630,INPUT_CODE_WB,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20250630,ITEM_STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260131,ITEM_CLASS,项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260131,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260131,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260131,INPUT_CODE_WB,五笔码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260131,ITEM_STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260331,ITEM_CLASS,项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260331,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260331,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260331,INPUT_CODE_WB,五笔码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_ITEM_NAME_DICT_20260331,ITEM_STATUS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_OPER_LOG,ITEM_CLASS,项目类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_OPER_LOG,ITEM_CODE,项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_OPER_LOG,OPER_TYPE,操作类型：入启用，停用,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_TYPE_CHARGE_DICT,REGIST_TYPE,就诊类别,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_TYPE_CHARGE_DICT,CALCULATE_TYPE,计算类型,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE,CHARGE_ITEM_CLASS,对应价表项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE,CHARGE_ITEM_CODE,对应价表项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE_20250630,CHARGE_ITEM_CLASS,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE_20250630,CHARGE_ITEM_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE_20260131,CHARGE_ITEM_CLASS,对应价表项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE_20260131,CHARGE_ITEM_CODE,对应价表项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE_20260331,CHARGE_ITEM_CLASS,对应价表项目分类,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CLINIC_VS_CHARGE_20260331,CHARGE_ITEM_CODE,对应价表项目代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CONTAGION_DICT,CONTAGIONTYPECODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CONTAGION_DICT,CONTAGIONCODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CONTAGION_DICT,INPUT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CONTAGION_DICT,INPUT_CODE_WB,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COST_DRUG_DEPT_PERCENT,DEPT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COST_DRUG_DEPT_PERCENT,OPERATION_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COST_REPORT_EXPRESSIONS,DEPT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COST_STAFF_DEDUCT_PERCENT,CLASS_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COST_SUBJECT_PERCENT,CLASS_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,COUNTRY_CODE,国家代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,INPUT_CODE_WB,五笔码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,HLHT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,CODEMAIN,值域代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,CODEMAIN_IMPLICATION,值域含义,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,CODEMAIN_INSTRUCTIONS,值域说明,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT,MR_CODE,2025版病案首页值域代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT_DRGS,COUNTRY_CODE,国家代码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT_DRGS,INPUT_CODE,输入码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.COUNTRY_DICT_DRGS,INPUT_CODE_WB,五笔码,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CURE_CLASS_DICT,CURE_CLASS_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CURE_CLASS_DICT,INPUT_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.CVR$STAFF_DICT,DMLTYPE$$,需要人工确认,CHAR,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.DATASOURCE,ITEM_CODE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.DATASOURCE,ITEM_TYPE,需要人工确认,VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.DATAWINDOW_UI_CONTROL,DEPT_CODE,"适用科室,*代表全部",VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
HIS_SOURCE,his_ready_10_10_10_15,COMM.DATAWINDOW_UI_CONTROL,STORAGE_TYPE,"显示风格存储类型 xml ,datasource,txt",VARCHAR2,是,空值率;唯一性/重复率;值域分布;编码是否能关联字典;孤儿外键,P2,否,是
