差异类型,系统,库名,Schema,表名,字段名,来源文件名称,文档内容,实际库内容,风险等级,建议处理,是否需要人工确认
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,CREATE_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,CREATE_USER_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,CREATE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,MODIFY_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,MODIFY_USER_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,MODIFY_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,IS_DELETED,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,DELETE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,DELETE_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_COPY1,DELETE_USER_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,FACTORY_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,FACTORY_ABBR,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,FACTORY_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,SPELL_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,WB_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,FACTORY_ADDRESS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,TEL,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,DEL_FLAG,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,ORG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,IS_DELETED,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,FACTORY_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,CREATE_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,CREATE_USER_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,CREATE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,MODIFY_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,MODIFY_USER_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,MODIFY_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,DELETE_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,DELETE_USER_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,DELETE_TIME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,IS_IMPORTED,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,FOREIGN_NAME,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,LICENSE_HOLDER,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,SPLER_PMTNO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,LICENCEEXP,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,LICENCEISSUE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,LICENCESCOPE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,LICENCEISSUEDATE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,USCC,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,BUSILICISSUE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,BUSILICEXP,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,BUSILICCHECKDATE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,BUSINESSSCOPE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,QAEXPDATE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,QCMANAGER,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,BUSILICPERSON,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,MANAGER,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,TELEPHONE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,REGADDRESS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,OPENINGBANK,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,ACCOUNTNUMBER,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,TAXCODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,ISRECEIPTTYPE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,CITY_FLAG,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,ADDRESS,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,PROVINCE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,CITY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_COPY1,COUNTY,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_COPY1,BIND_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_COPY1,ORG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_COPY1,STORE_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_COPY1,LOC_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_COPY1,DRUG_PRI,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_COPY1,LOC_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_COPY1,SORT,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,ORG_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,RECORD_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,STORE_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,TRACE_BILLNO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,DRUG_PRI,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,BATCH_NO,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,EXPIRE_DATE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,PRODUCT_DATE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,STORE_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,F_TRACE_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,S_TRACE_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,T_TRACE_CODE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,DRUG_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,PRICE,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
文档中有但实际库没有的字段,HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_COPY1,CREATE_USER_ID,数据资产_HIS源端资产包 / READY_HIS活库元数据,旧资产包存在字段,READY_HIS 未发现字段,高,确认字段是否删除/改名,是
